metro,state_code,metro_state_code,count,company_1_id,company_1_name,company_1_website,company_1_industry,company_1_linkedin_url,company_1_count,company_2_id,company_2_name,company_2_website,company_2_industry,company_2_linkedin_url,company_2_count,company_3_id,company_3_name,company_3_website,company_3_industry,company_3_linkedin_url,company_3_count,company_4_id,company_4_name,company_4_website,company_4_industry,company_4_linkedin_url,company_4_count,company_5_id,company_5_name,company_5_website,company_5_industry,company_5_linkedin_url,company_5_count,company_6_id,company_6_name,company_6_website,company_6_industry,company_6_linkedin_url,company_6_count,company_7_id,company_7_name,company_7_website,company_7_industry,company_7_linkedin_url,company_7_count,company_8_id,company_8_name,company_8_website,company_8_industry,company_8_linkedin_url,company_8_count,company_9_id,company_9_name,company_9_website,company_9_industry,company_9_linkedin_url,company_9_count,company_10_id,company_10_name,company_10_website,company_10_industry,company_10_linkedin_url,company_10_count
"merced, california",CA,"Merced, CA",62160,university-of-california-merced,"university of california, merced",ucmerced.edu,higher education,linkedin.com/company/university-of-california-merced,1173,foster-farms,foster farms,fosterfarms.com,food production,linkedin.com/company/foster-farms,593,merced-county,merced county,co.merced.ca.us,information technology and services,linkedin.com/company/merced-county,437,uc-merced,uc merced,None,higher education,linkedin.com/company/uc-merced,429,merced-county-office-of-education,merced county office of education,mcoe.org,education management,linkedin.com/company/merced-county-office-of-education,384,amazon,amazon,amazon.com,internet,linkedin.com/company/amazon,217,merced-city-school-district,merced city school district,mcsd.k12.ca.us,facilities services,linkedin.com/company/merced-city-school-district,201,walmart,walmart,walmartcareers.com,retail,linkedin.com/company/walmart,157,dignity-health,dignity health,dignityhealth.org,hospital & health care,linkedin.com/company/dignity-health,156,city-of-merced,city of merced,cityofmerced.org,government administration,linkedin.com/company/city-of-merced,142
"miami, florida",FL,"Miami, FL",3479160,miami-dade-county-public-schools,miami-dade county public schools,dadeschools.net,education management,linkedin.com/company/miami-dade-county-public-schools,15344,broward-county-schools,broward county public schools,browardschools.com,education management,linkedin.com/company/broward-county-schools,10113,university-of-miami,university of miami,miami.edu,higher education,linkedin.com/company/university-of-miami,9382,baptisthealthsouthflorida,baptist health,baptisthealth.net,hospital & health care,linkedin.com/company/baptisthealthsouthflorida,9271,miami-dade-county,miami-dade county,miamidade.gov,government administration,linkedin.com/company/miami-dade-county,8531,florida-international-university,florida international university,fiu.edu,higher education,linkedin.com/company/florida-international-university,7724,publix-super-markets,publix super markets,publix.com,retail,linkedin.com/company/publix-super-markets,7012,palm-beach-county-school-district,palm beach county school district,palmbeachschools.org,education management,linkedin.com/company/palm-beach-county-school-district,5707,school-district-of-palm-beach-county,the school district of palm beach county,None,education management,linkedin.com/company/school-district-of-palm-beach-county,5633,amazon,amazon,amazon.com,internet,linkedin.com/company/amazon,5459
"michigan city, indiana",IN,"Michigan City, IN",29473,michigan-city-area-schools,michigan city area schools,mcas.k12.in.us,education management,linkedin.com/company/michigan-city-area-schools,325,laporte-hospital,la porte hospital,nwhealthlaporte.com,hospital & health care,linkedin.com/company/laporte-hospital,168,four-winds-casino-resort,four winds casinos,fourwindscasino.com,entertainment,linkedin.com/company/four-winds-casino-resort,143,arcelormittal,arcelormittal,arcelormittal.com,mining & metals,linkedin.com/company/arcelormittal,117,horizon-bank_3,horizon bank,horizonbank.com,banking,linkedin.com/company/horizon-bank_3,102,dwyer-instruments,"dwyer instruments, inc.",dwyer-inst.com,industrial automation,linkedin.com/company/dwyer-instruments,96,franciscan-alliance-inc.,"franciscan alliance, inc.",franciscanalliance.org,hospital & health care,linkedin.com/company/franciscan-alliance-inc.,96,sullair-llc,"sullair, llc",sullair.com,machinery,linkedin.com/company/sullair-llc,93,franciscan-health,franciscan health,franciscanhealth.org,hospital & health care,linkedin.com/company/franciscan-health,87,howmet-aerospace,howmet aerospace,howmet.com,aviation & aerospace,linkedin.com/company/howmet-aerospace,86
"midland, michigan",MI,"Midland, MI",31135,dow-chemical,the dow chemical company,dow.com,chemicals,linkedin.com/company/dow-chemical,2859,midmichigan-health,midmichigan health,midmichigan.org,hospital & health care,linkedin.com/company/midmichigan-health,656,dow-performance-silicones,dow performance silicones,dowcorning.com,chemicals,linkedin.com/company/dow-performance-silicones,497,northwood-university,northwood university,northwood.edu,higher education,linkedin.com/company/northwood-university,218,dupont,dupont,dupont.com,chemicals,linkedin.com/company/dupont,208,midland-public-schools,midland public schools,midlandps.org,primary/secondary education,linkedin.com/company/midland-public-schools,202,corteva,corteva agriscience,corteva.com,farming,linkedin.com/company/corteva,141,central-michigan-university,central michigan university,cmich.edu,higher education,linkedin.com/company/central-michigan-university,119,delta-college,delta college,delta.edu,higher education,linkedin.com/company/delta-college,119,hemlock-semiconductor,hemlock semiconductor corporation,hscpoly.com,chemicals,linkedin.com/company/hemlock-semiconductor,89
"midland, texas",TX,"Midland, TX",97563,midland-isd,midland isd,midlandisd.net,education management,linkedin.com/company/midland-isd,1786,pioneer-natural-resources-company,pioneer natural resources company,pxd.com,oil & energy,linkedin.com/company/pioneer-natural-resources-company,694,midland-memorial-hospital,midland memorial hospital,midland-memorial.com,hospital & health care,linkedin.com/company/midland-memorial-hospital,662,ector-county-isd,ector county isd,ectorcountyisd.org,primary/secondary education,linkedin.com/company/ector-county-isd,570,chevron,chevron,chevron.com,oil & energy,linkedin.com/company/chevron,554,conocophillips,conocophillips,conocophillips.com,oil & energy,linkedin.com/company/conocophillips,542,schlumberger,schlumberger,slb.com,oil & energy,linkedin.com/company/schlumberger,405,endeavor-energy-resources-lp,"endeavor energy resources, lp",endeavorenergylp.com,oil & energy,linkedin.com/company/endeavor-energy-resources-lp,389,midland-college,midland college,midland.edu,higher education,linkedin.com/company/midland-college,346,bakerhughes,baker hughes,bakerhughes.com,oil & energy,linkedin.com/company/bakerhughes,335
"milwaukee, wisconsin",WI,"Milwaukee, WI",869034,aurora-health-care,aurora health care,aurorahealthcare.org,hospital & health care,linkedin.com/company/aurora-health-care,7565,northwestern-mutual,northwestern mutual,northwesternmutual.com,financial services,linkedin.com/company/northwestern-mutual,7073,milwaukee-public-schools,milwaukee public schools,milwaukee.k12.wi.us,primary/secondary education,linkedin.com/company/milwaukee-public-schools,5290,medical-college-of-wisconsin,medical college of wisconsin,mcw.edu,higher education,linkedin.com/company/medical-college-of-wisconsin,4760,kohls-department-stores,kohl's department stores,kohls.com,retail,linkedin.com/company/kohls-department-stores,4599,gehealthcare,ge healthcare,gehealthcare.com,hospital & health care,linkedin.com/company/gehealthcare,4437,advocate-aurora-health,advocate aurora health,advocateaurorahealth.org,hospital & health care,linkedin.com/company/advocate-aurora-health,3876,uwmilwaukee,university of wisconsin milwaukee,uwm.edu,higher education,linkedin.com/company/uwmilwaukee,3852,froedtert-hospital,froedtert hospital,froedterthealth.org,hospital & health care,linkedin.com/company/froedtert-hospital,3764,childrenswi,children's wisconsin,childrenswi.org,hospital & health care,linkedin.com/company/childrenswi,3172
"minneapolis, minnesota",MN,"Minneapolis, MN",2079916,target,target,target.com,retail,linkedin.com/company/target,18073,university-of-minnesota,university of minnesota,z.umn.edu/9gi,higher education,linkedin.com/company/university-of-minnesota,17439,wellsfargo,wells fargo,wellsfargo.com,financial services,linkedin.com/company/wellsfargo,13774,3m,3m co,3m.com,mechanical or industrial engineering,linkedin.com/company/3m,12088,allina-health,allina health,allinahealth.org,hospital & health care,linkedin.com/company/allina-health,11533,unitedhealth-group,unitedhealth group,unitedhealthgroup.com,hospital & health care,linkedin.com/company/unitedhealth-group,11501,us-bank,u.s. bank,usbank.com,banking,linkedin.com/company/us-bank,11129,medtronic,medtronic,medtronic.com,medical devices,linkedin.com/company/medtronic,10766,fairview-health-services,fairview health services,fairview.org,hospital & health care,linkedin.com/company/fairview-health-services,7387,boston-scientific,boston scientific,bostonscientific.com,medical devices,linkedin.com/company/boston-scientific,7199
"missoula, montana",MT,"Missoula, MT",67880,the-university-of-montana,university of montana,umt.edu,higher education,linkedin.com/company/the-university-of-montana,1886,usda-forest-service,u.s. forest service,fs.fed.us,government administration,linkedin.com/company/usda-forest-service,379,missoula-county-public-schools,missoula county public schools,mcps.k12.mt.us,education management,linkedin.com/company/missoula-county-public-schools,368,community-medical-center,community medical center,communitymed.org,hospital & health care,linkedin.com/company/community-medical-center,301,providence-health-and-services,providence health & services,providence.org,hospital & health care,linkedin.com/company/providence-health-and-services,200,advanced-technology-group-atg-,advanced technology group (atg),atginfo.com,information technology and services,linkedin.com/company/advanced-technology-group-atg-,150,allegiance-benefit-plan-management,allegiance benefit plan management,askallegiance.com,insurance,linkedin.com/company/allegiance-benefit-plan-management,147,city-of-missoula,city of missoula,ci.missoula.mt.us,government administration,linkedin.com/company/city-of-missoula,140,consumer-direct,consumer direct care network,consumerdirectcare.com,hospital & health care,linkedin.com/company/consumer-direct,128,state-of-montana,state of montana,mt.gov,government administration,linkedin.com/company/state-of-montana,114
"mobile, alabama",AL,"Mobile, AL",189319,t-mobile,t-mobile,tmobile.com,telecommunications,linkedin.com/company/t-mobile,2343,mobile-county-public-school-system,mobile county public school system,mcpss.com,education management,linkedin.com/company/mobile-county-public-school-system,2044,samsungmobile,samsung mobile,smsng.co,telecommunications,linkedin.com/company/samsungmobile,1755,university-of-south-alabama,"university of south alabama, college of medicine",None,higher education,linkedin.com/company/university-of-south-alabama,1141,boost-mobile,boost mobile,boostmobile.com,telecommunications,linkedin.com/company/boost-mobile,762,walmart,walmart,walmartcareers.com,retail,linkedin.com/company/walmart,745,austal-,austal,austal.com,shipbuilding,linkedin.com/company/austal-,721,university-of-south-alabama-cp,"university of south alabama, college of medicine",usahealthsystem.com,higher education,linkedin.com/company/university-of-south-alabama-cp,619,mobile-infirmary-medical-center,mobile infirmary medical center,None,hospital & health care,linkedin.com/company/mobile-infirmary-medical-center,590,airbusgroup,airbus group,airbusgroup.com,aviation & aerospace,linkedin.com/company/airbusgroup,531
"modesto, california",CA,"Modesto, CA",161144,e-&-j-gallo-winery,e. & j. gallo winery,gallocareers.com,wine and spirits,linkedin.com/company/e-&-j-gallo-winery,1682,stanislaus-county,stanislaus county,stancounty.com,government administration,linkedin.com/company/stanislaus-county,1490,modesto-city-schools,modesto city schools,mcs4kids.com,law enforcement,linkedin.com/company/modesto-city-schools,1180,amazon,amazon,amazon.com,internet,linkedin.com/company/amazon,944,sutter-health,sutter health,sutterhealth.org,hospital & health care,linkedin.com/company/sutter-health,810,stanislaus-state,csu stanislaus - college of human and health sciences,csustan.edu,higher education,linkedin.com/company/stanislaus-state,803,kaiser-permanente,kaiser permanente,kp.org,hospital & health care,linkedin.com/company/kaiser-permanente,772,modesto-junior-college,modesto junior college,mjc.edu,higher education,linkedin.com/company/modesto-junior-college,483,tesla-motors,tesla,tesla.com,automotive,linkedin.com/company/tesla-motors,384,ceres-unified-school-district,ceres unified school district,ceres.k12.ca.us,primary/secondary education,linkedin.com/company/ceres-unified-school-district,342
"monroe, louisiana",LA,"Monroe, LA",67644,centurylink,centurylink,centurylink.com,information technology and services,linkedin.com/company/centurylink,795,university-of-louisiana-at-monroe,university of louisiana at monroe,ulm.edu,higher education,linkedin.com/company/university-of-louisiana-at-monroe,618,ouachita-parish-school-board,ouachita parish school board,oltontravelrussia.com,education management,linkedin.com/company/ouachita-parish-school-board,576,jpmorganchase,jpmorgan chase & co.,jpmorganchase.com,financial services,linkedin.com/company/jpmorganchase,424,walmart,walmart,walmartcareers.com,retail,linkedin.com/company/walmart,322,lumentechnologies,lumen technologies,lumen.com,telecommunications,linkedin.com/company/lumentechnologies,270,st.-francis-medical-center,st. francis medical center,stfrancismedicalcenter.org,hospital & health care,linkedin.com/company/st.-francis-medical-center,257,graphic-packaging-international,graphic packaging international,graphicpkg.com,packaging and containers,linkedin.com/company/graphic-packaging-international,163,glenwood-regional-medical-center,glenwood regional medical center,glenwoodregional.org,hospital & health care,linkedin.com/company/glenwood-regional-medical-center,152,centurytel,centurytel,centurytel.com,telecommunications,linkedin.com/company/centurytel,143
